epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/kpt_loss,train/shape_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/kpt_loss,val/shape_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
113,3021.17,1.00952,0.41315,1.01171,0.01657,0.00015,0.8857,0.71448,0.79895,0.55557,1.11347,0.52353,1.04856,0,0,0.026304,0.008768,0.026304,0.008768,0.026304,0.008768,0.026304,0.008768
114,3046.95,1.01136,0.41399,1.00995,0.01665,0.00015,0.87811,0.71781,0.79777,0.55417,1.12047,0.52688,1.0494,0,0,0.026271,0.008757,0.026271,0.008757,0.026271,0.008757,0.026271,0.008757
115,3072.8,1.00699,0.41216,1.01011,0.01661,0.00015,0.88115,0.71419,0.79247,0.55274,1.11442,0.52388,1.04608,0,0,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
116,3098.46,1.00579,0.4116,1.00947,0.01663,0.00015,0.88144,0.71955,0.80044,0.55582,1.11495,0.5146,1.04625,0,0,0.026205,0.008735,0.026205,0.008735,0.026205,0.008735,0.026205,0.008735
117,3124.08,1.00376,0.41022,1.00959,0.01651,0.00015,0.88196,0.71381,0.79473,0.55173,1.12452,0.52177,1.0498,0,0,0.026172,0.008724,0.026172,0.008724,0.026172,0.008724,0.026172,0.008724
118,3149.65,0.99888,0.40971,1.00835,0.01644,0.00015,0.87051,0.71773,0.79201,0.5529,1.11485,0.5221,1.04719,0,0,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
119,3175.25,1.00942,0.41253,1.0092,0.01622,0.00015,0.87556,0.71815,0.79425,0.55464,1.11194,0.52277,1.04476,0,0,0.026106,0.008702,0.026106,0.008702,0.026106,0.008702,0.026106,0.008702
120,3201.08,1.00374,0.4098,1.00833,0.01635,0.00015,0.88378,0.71866,0.7975,0.55608,1.11494,0.52,1.04596,0,0,0.026073,0.008691,0.026073,0.008691,0.026073,0.008691,0.026073,0.008691
121,3227.54,0.99794,0.40764,1.00756,0.01616,0.00015,0.87928,0.71848,0.79636,0.55666,1.10572,0.51938,1.04274,0,0,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
122,3254,0.99739,0.40916,1.00803,0.01634,0.00015,0.88018,0.71122,0.79061,0.55269,1.10644,0.52908,1.04433,0,0,0.026007,0.008669,0.026007,0.008669,0.026007,0.008669,0.026007,0.008669
123,3279.96,0.99866,0.40969,1.01008,0.01629,0.00015,0.88321,0.71092,0.79184,0.55368,1.10943,0.52636,1.04505,0,0,0.025974,0.008658,0.025974,0.008658,0.025974,0.008658,0.025974,0.008658
124,3305.81,1.00092,0.40819,1.00663,0.01627,0.00015,0.8897,0.70214,0.78875,0.55019,1.11269,0.52817,1.04619,0,0,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
125,3332.45,1.00519,0.41068,1.00919,0.01631,0.00015,0.88807,0.7019,0.78926,0.55001,1.1156,0.52947,1.04671,0,0,0.025908,0.008636,0.025908,0.008636,0.025908,0.008636,0.025908,0.008636
126,3358.71,1.00103,0.40882,1.00714,0.01613,0.00015,0.8881,0.70335,0.7906,0.55087,1.11563,0.5291,1.04616,0,0,0.025875,0.008625,0.025875,0.008625,0.025875,0.008625,0.025875,0.008625
127,3384.87,0.99529,0.40685,1.00636,0.01622,0.00015,0.88235,0.71044,0.7928,0.55167,1.11941,0.52631,1.04691,0,0,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
128,3411.11,1.00762,0.41013,1.00643,0.01605,0.00015,0.88191,0.70871,0.79148,0.55029,1.12466,0.53051,1.04922,0,0,0.025809,0.008603,0.025809,0.008603,0.025809,0.008603,0.025809,0.008603
129,3437.31,0.99515,0.40765,1.00657,0.01613,0.00015,0.88286,0.71555,0.79758,0.55299,1.12521,0.52621,1.04912,0,0,0.025776,0.008592,0.025776,0.008592,0.025776,0.008592,0.025776,0.008592
130,3464,0.99392,0.40666,1.00601,0.01617,0.00014,0.88342,0.7146,0.79881,0.5541,1.12006,0.52536,1.04688,0,0,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
131,3490.54,0.99351,0.40616,1.00642,0.01609,0.00015,0.88102,0.71613,0.79782,0.55268,1.12579,0.52831,1.0491,0,0,0.02571,0.00857,0.02571,0.00857,0.02571,0.00857,0.02571,0.00857
132,3517.04,0.99635,0.40652,1.00529,0.01607,0.00014,0.88401,0.71272,0.79296,0.55289,1.11889,0.5302,1.04731,0,0,0.025677,0.008559,0.025677,0.008559,0.025677,0.008559,0.025677,0.008559
133,3543.55,0.9926,0.40599,1.00539,0.01596,0.00014,0.88497,0.71429,0.79547,0.55314,1.12427,0.53025,1.04921,0,0,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
134,3569.98,1.00038,0.40801,1.00633,0.01608,0.00014,0.87892,0.71773,0.79519,0.55386,1.12054,0.52968,1.04734,0,0,0.025611,0.008537,0.025611,0.008537,0.025611,0.008537,0.025611,0.008537
135,3596.67,0.99487,0.40597,1.00558,0.01598,0.00014,0.88252,0.71489,0.79857,0.55523,1.12279,0.52688,1.04831,0,0,0.025578,0.008526,0.025578,0.008526,0.025578,0.008526,0.025578,0.008526
136,3623.28,0.99285,0.4054,1.00516,0.01591,0.00014,0.88382,0.7137,0.79489,0.55476,1.11863,0.52692,1.04676,0,0,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
137,3649.88,0.99003,0.40439,1.00463,0.01579,0.00014,0.88355,0.71326,0.79759,0.55524,1.11635,0.52505,1.04578,0,0,0.025512,0.008504,0.025512,0.008504,0.025512,0.008504,0.025512,0.008504
138,3675.77,0.99022,0.40409,1.00467,0.01579,0.00014,0.87956,0.71054,0.79282,0.55384,1.11501,0.52718,1.04579,0,0,0.025479,0.008493,0.025479,0.008493,0.025479,0.008493,0.025479,0.008493
139,3702.1,0.99238,0.4051,1.00531,0.01566,0.00014,0.87988,0.70926,0.79196,0.55317,1.11739,0.52873,1.04716,0,0,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
140,3727.5,0.98784,0.40385,1.00336,0.01577,0.00014,0.87566,0.71178,0.7921,0.55364,1.11569,0.52916,1.04672,0,0,0.025413,0.008471,0.025413,0.008471,0.025413,0.008471,0.025413,0.008471
141,3752.65,0.99043,0.40411,1.00555,0.01584,0.00014,0.87699,0.70884,0.79188,0.553,1.11767,0.53031,1.0474,0,0,0.02538,0.00846,0.02538,0.00846,0.02538,0.00846,0.02538,0.00846
142,3777.38,0.98189,0.40131,1.00219,0.0158,0.00014,0.88267,0.70524,0.79133,0.55321,1.11498,0.53119,1.04696,0,0,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
143,3802.49,0.98667,0.4025,1.00235,0.01572,0.00014,0.87806,0.70683,0.79126,0.55183,1.11971,0.5327,1.04855,0,0,0.025314,0.008438,0.025314,0.008438,0.025314,0.008438,0.025314,0.008438
144,3827.75,0.99099,0.40414,1.00452,0.01562,0.00014,0.87199,0.71048,0.79177,0.55221,1.11934,0.53317,1.04855,0,0,0.025281,0.008427,0.025281,0.008427,0.025281,0.008427,0.025281,0.008427
145,3852.86,0.98822,0.4042,1.00333,0.01568,0.00014,0.87915,0.70982,0.79549,0.55281,1.1227,0.53137,1.04955,0,0,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
146,3878.93,0.98596,0.40294,1.00178,0.01559,0.00014,0.88503,0.70691,0.79601,0.55284,1.1235,0.53092,1.0497,0,0,0.025215,0.008405,0.025215,0.008405,0.025215,0.008405,0.025215,0.008405
147,3904.97,0.98908,0.4033,1.00305,0.01574,0.00014,0.87598,0.71277,0.79321,0.55166,1.12222,0.52962,1.04934,0,0,0.025182,0.008394,0.025182,0.008394,0.025182,0.008394,0.025182,0.008394
148,3930.75,0.98396,0.40068,1.00146,0.01555,0.00014,0.87974,0.71144,0.7925,0.55103,1.12351,0.52964,1.05027,0,0,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
149,3956.91,0.98068,0.40025,1.00316,0.01554,0.00014,0.87527,0.71149,0.79118,0.55054,1.12283,0.53141,1.0499,0,0,0.025116,0.008372,0.025116,0.008372,0.025116,0.008372,0.025116,0.008372
150,3982.52,0.98354,0.40071,1.00232,0.0155,0.00014,0.87563,0.7096,0.79028,0.55047,1.12148,0.53391,1.04962,0,0,0.025083,0.008361,0.025083,0.008361,0.025083,0.008361,0.025083,0.008361
151,4008.1,0.98429,0.40079,1.0032,0.01557,0.00014,0.88342,0.70738,0.79169,0.55169,1.1206,0.53183,1.04949,0,0,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
152,4033.77,0.98425,0.40117,1.00327,0.01562,0.00014,0.88025,0.70955,0.79206,0.5526,1.11777,0.53098,1.04819,0,0,0.025017,0.008339,0.025017,0.008339,0.025017,0.008339,0.025017,0.008339
153,4059.54,0.98257,0.40201,1.00218,0.01544,0.00014,0.8801,0.71175,0.79338,0.55348,1.11579,0.5296,1.04781,0,0,0.024984,0.008328,0.024984,0.008328,0.024984,0.008328,0.024984,0.008328
154,4085.29,0.98194,0.40067,1.00169,0.01533,0.00014,0.88291,0.71186,0.79367,0.55391,1.11466,0.52853,1.04762,0,0,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
155,4111.99,0.98463,0.40076,1.00391,0.01543,0.00014,0.88499,0.71204,0.79441,0.55435,1.11593,0.52637,1.04825,0,0,0.024918,0.008306,0.024918,0.008306,0.024918,0.008306,0.024918,0.008306
156,4140.43,0.9767,0.39865,1.00011,0.01534,0.00013,0.88063,0.71393,0.79473,0.55456,1.11493,0.52522,1.04795,0,0,0.024885,0.008295,0.024885,0.008295,0.024885,0.008295,0.024885,0.008295
157,4166.94,0.98051,0.39905,1.00208,0.01539,0.00014,0.88065,0.71483,0.79488,0.55414,1.11571,0.52464,1.04779,0,0,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
158,4193.27,0.9785,0.39841,0.99877,0.01525,0.00014,0.87906,0.71425,0.79454,0.55444,1.1156,0.52533,1.04774,0,0,0.024819,0.008273,0.024819,0.008273,0.024819,0.008273,0.024819,0.008273
159,4219.21,0.98424,0.40012,1.00085,0.01538,0.00014,0.88009,0.71381,0.7944,0.55429,1.11559,0.52604,1.04758,0,0,0.024786,0.008262,0.024786,0.008262,0.024786,0.008262,0.024786,0.008262
160,4245.15,0.97805,0.39823,1.00077,0.01543,0.00014,0.88509,0.71112,0.79429,0.55368,1.11592,0.52544,1.04742,0,0,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
161,4271.51,0.97537,0.39836,0.99995,0.01527,0.00013,0.88784,0.70923,0.79438,0.55384,1.11636,0.52603,1.04727,0,0,0.02472,0.00824,0.02472,0.00824,0.02472,0.00824,0.02472,0.00824
162,4297.1,0.97466,0.39809,1.00101,0.01504,0.00013,0.89135,0.70647,0.79413,0.55347,1.11654,0.52666,1.04706,0,0,0.024687,0.008229,0.024687,0.008229,0.024687,0.008229,0.024687,0.008229
163,4323,0.97791,0.39855,1.00191,0.01543,0.00014,0.88754,0.71013,0.79447,0.55351,1.11701,0.52582,1.04724,0,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
164,4348.92,0.97629,0.39699,1.00062,0.01518,0.00013,0.88524,0.71251,0.79453,0.55342,1.11696,0.5265,1.04687,0,0,0.024621,0.008207,0.024621,0.008207,0.024621,0.008207,0.024621,0.008207
165,4374.77,0.97291,0.39601,0.99998,0.01518,0.00013,0.88775,0.71269,0.79518,0.55332,1.1178,0.52584,1.04731,0,0,0.024588,0.008196,0.024588,0.008196,0.024588,0.008196,0.024588,0.008196
166,4400.52,0.98051,0.39891,1.00077,0.01506,0.00013,0.88844,0.71145,0.79443,0.55278,1.11835,0.52659,1.04778,0,0,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
167,4426.29,0.97185,0.39599,0.99914,0.01509,0.00013,0.88855,0.71161,0.79491,0.55343,1.11744,0.52501,1.04742,0,0,0.024522,0.008174,0.024522,0.008174,0.024522,0.008174,0.024522,0.008174
168,4452.1,0.97464,0.39733,1.00029,0.01522,0.00013,0.88978,0.71138,0.7953,0.55415,1.11647,0.52375,1.04727,0,0,0.024489,0.008163,0.024489,0.008163,0.024489,0.008163,0.024489,0.008163
169,4477.78,0.97525,0.39705,0.99938,0.01521,0.00013,0.88891,0.7139,0.79606,0.55495,1.11643,0.52308,1.04746,0,0,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
170,4503.22,0.97715,0.39777,1.00044,0.01507,0.00013,0.89035,0.71265,0.79585,0.55456,1.11707,0.5235,1.04743,0,0,0.024423,0.008141,0.024423,0.008141,0.024423,0.008141,0.024423,0.008141
171,4528.9,0.97137,0.39566,0.99883,0.01515,0.00013,0.88919,0.71338,0.79607,0.5546,1.11688,0.52308,1.04731,0,0,0.02439,0.00813,0.02439,0.00813,0.02439,0.00813,0.02439,0.00813
172,4555.01,0.97245,0.39518,0.99789,0.01497,0.00013,0.88679,0.7148,0.79828,0.55438,1.11734,0.52281,1.04754,0,0,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
173,4580.74,0.96841,0.3949,0.99954,0.01522,0.00013,0.88502,0.71573,0.79836,0.55447,1.11678,0.52251,1.04721,0,0,0.024324,0.008108,0.024324,0.008108,0.024324,0.008108,0.024324,0.008108
174,4606.43,0.97338,0.39709,1.00071,0.01508,0.00013,0.88707,0.71431,0.7959,0.55434,1.11662,0.52255,1.0474,0,0,0.024291,0.008097,0.024291,0.008097,0.024291,0.008097,0.024291,0.008097
175,4632.26,0.97137,0.39555,0.99922,0.01502,0.00013,0.88548,0.71449,0.79785,0.55441,1.11712,0.52256,1.04764,0,0,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
176,4657.7,0.96923,0.39553,0.99971,0.01505,0.00013,0.88623,0.71373,0.79538,0.55395,1.1169,0.52296,1.04764,0,0,0.024225,0.008075,0.024225,0.008075,0.024225,0.008075,0.024225,0.008075
177,4683.7,0.97121,0.39557,0.99901,0.01503,0.00013,0.88806,0.71265,0.79525,0.55403,1.11683,0.52294,1.04763,0,0,0.024192,0.008064,0.024192,0.008064,0.024192,0.008064,0.024192,0.008064
178,4709.27,0.96699,0.39377,0.99777,0.01489,0.00013,0.88956,0.7121,0.79768,0.55417,1.1172,0.5222,1.04775,0,0,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
179,4735.33,0.97179,0.39613,0.99866,0.01514,0.00013,0.88874,0.71315,0.798,0.5544,1.1167,0.52183,1.04747,0,0,0.024126,0.008042,0.024126,0.008042,0.024126,0.008042,0.024126,0.008042
180,4761.06,0.96783,0.3936,0.99804,0.01491,0.00013,0.88762,0.71314,0.79741,0.55378,1.11754,0.52201,1.04762,0,0,0.024093,0.008031,0.024093,0.008031,0.024093,0.008031,0.024093,0.008031
181,4787.03,0.96588,0.39306,0.99691,0.01499,0.00013,0.88634,0.71454,0.79746,0.55382,1.11683,0.52137,1.04727,0,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
182,4812.97,0.97156,0.39507,0.99823,0.01492,0.00013,0.88709,0.71393,0.79755,0.5542,1.11637,0.52128,1.04723,0,0,0.024027,0.008009,0.024027,0.008009,0.024027,0.008009,0.024027,0.008009
183,4838.78,0.97023,0.39426,0.99836,0.01489,0.00013,0.88925,0.71428,0.79787,0.5542,1.1157,0.52015,1.04708,0,0,0.023994,0.007998,0.023994,0.007998,0.023994,0.007998,0.023994,0.007998
184,4864.9,0.96623,0.39366,0.9975,0.01482,0.00013,0.89064,0.71361,0.79815,0.55455,1.11457,0.5194,1.04659,0,0,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
185,4889.92,0.96784,0.39377,0.99881,0.01488,0.00013,0.88828,0.71448,0.79836,0.55485,1.11431,0.51947,1.04635,0,0,0.023928,0.007976,0.023928,0.007976,0.023928,0.007976,0.023928,0.007976
186,4914.8,0.96845,0.39322,0.9977,0.01485,0.00013,0.88873,0.71422,0.79872,0.55486,1.11492,0.51893,1.04664,0,0,0.023895,0.007965,0.023895,0.007965,0.023895,0.007965,0.023895,0.007965
187,4939.68,0.96681,0.39373,0.99987,0.01477,0.00013,0.88686,0.7155,0.7987,0.55428,1.11626,0.5194,1.04718,0,0,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
188,4964.51,0.95783,0.39005,0.9961,0.0147,0.00013,0.88724,0.71596,0.79911,0.55479,1.11561,0.51904,1.04692,0,0,0.023829,0.007943,0.023829,0.007943,0.023829,0.007943,0.023829,0.007943
189,4989.29,0.96775,0.39276,0.99645,0.01482,0.00013,0.88359,0.71642,0.79874,0.55496,1.1157,0.51923,1.04694,0,0,0.023796,0.007932,0.023796,0.007932,0.023796,0.007932,0.023796,0.007932
190,5014.4,0.96248,0.39084,0.99519,0.0148,0.00013,0.88382,0.71668,0.79918,0.55457,1.11661,0.51875,1.04732,0,0,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
191,5039.31,0.96271,0.39082,0.99542,0.01466,0.00013,0.88327,0.71703,0.79926,0.55448,1.11723,0.51929,1.04752,0,0,0.02373,0.00791,0.02373,0.00791,0.02373,0.00791,0.02373,0.00791
192,5064.13,0.96093,0.39171,0.99571,0.01483,0.00013,0.8827,0.71613,0.79909,0.55428,1.11786,0.51993,1.04786,0,0,0.023697,0.007899,0.023697,0.007899,0.023697,0.007899,0.023697,0.007899
193,5088.93,0.96129,0.39161,0.99698,0.01461,0.00013,0.88341,0.71582,0.79896,0.55456,1.11707,0.51972,1.04762,0,0,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
194,5113.64,0.96499,0.39257,0.99699,0.01473,0.00013,0.887,0.71376,0.79879,0.55423,1.11725,0.52032,1.04754,0,0,0.023631,0.007877,0.023631,0.007877,0.023631,0.007877,0.023631,0.007877
195,5138.36,0.96112,0.39082,0.99584,0.01479,0.00013,0.88608,0.71445,0.79902,0.55469,1.11709,0.52012,1.04743,0,0,0.023598,0.007866,0.023598,0.007866,0.023598,0.007866,0.023598,0.007866
196,5163.14,0.96393,0.39189,0.99504,0.01463,0.00012,0.88509,0.71515,0.79909,0.55461,1.11652,0.51991,1.04736,0,0,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
197,5188.3,0.96488,0.39263,0.99736,0.01481,0.00013,0.88467,0.71561,0.79909,0.55477,1.11677,0.52021,1.04748,0,0,0.023532,0.007844,0.023532,0.007844,0.023532,0.007844,0.023532,0.007844
198,5212.84,0.95913,0.39074,0.99711,0.01455,0.00013,0.8841,0.71538,0.79901,0.55483,1.11666,0.52067,1.0474,0,0,0.023499,0.007833,0.023499,0.007833,0.023499,0.007833,0.023499,0.007833
199,5237.5,0.96183,0.39063,0.99632,0.01472,0.00013,0.88337,0.71538,0.79886,0.55434,1.11751,0.5209,1.04771,0,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
200,5262.35,0.96499,0.39143,0.99675,0.01459,0.00013,0.88225,0.71613,0.79888,0.55464,1.11723,0.52123,1.04753,0,0,0.023433,0.007811,0.023433,0.007811,0.023433,0.007811,0.023433,0.007811
201,5287.23,0.96269,0.39027,0.99693,0.01445,0.00013,0.88281,0.71547,0.79862,0.55474,1.11641,0.5214,1.04727,0,0,0.0234,0.0078,0.0234,0.0078,0.0234,0.0078,0.0234,0.0078
